,i,p_inh,eff,omega,topol,total_avalanches,avalanche_sizes,avalanche_durations,total_spikes,filename
0,1,0.3,0.1,1.26,small_world,545,"[ 1  1  1  1  1  1  1  1  1  2  1  2  3  1  1  2  1  3  1  2  3  1  1  1
  1  2  2  1  1  1  1  1  1  1  5  1  3  1  1  1  3  2  1  1  2  2  1  1
  1  5  1  6  1  1  2  3  2  2  1  1  1  1  1  1  1  2  1  1  1  1  1  1
  1  2  3  3 10  1  5  4  3  1  2  2  1  1  1  1  1  1  1  5  2  1  1  1
  2  1  1  1  1  1  1  1  1  1  2  1  1  1  1  2  1  1  1  3  1  1  1  2
  1  2  1  1  2  4  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  2  2  2  5  1  1  1  1  2  1  2  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  2  1  2  2  1  2  2  2  2 12  1  4  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  4  1  5
  6 11  1  2  1  1  1  1  1  1  1  1  2  1  1  6  6  2  1  2  1  2  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  6  1  1  1  1  1  5  1  1  1
  1  1  1  1  1  1  1  1  1  2  1  2  1  1 10  4  1  1  1  1  1  1  1  1
  1  3  1  6  1  1  1  1  1  1  2  2  1  1  1  1  1  3  1  1  2  1  1  1
  2  1  1  1  1  1  1  2  2  1  1  1  1  3  2  2  1  1  1  2  1  1  1  2
  1  1  1  1  1  1  1  1  1  1  2  3  1  2  1  1  1  1  1  1  1  1  2  2
  1  1  2  1  1  1  2  1  1  1  2  1  1  1  1  4  2  1  1  2  2  1  2  1
  1  1  1  3  2  1  1  1  2  1  1  1  2  2  3  1  1  1  2  4  1  1  1  1
  1  2  1  1  1  1  2  1  1  2  1  1  1  4  1  2  2  1  3  2  4  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  4  1  1  1  1
  1  1  3  1  1  1  1  1  2  2  1  2  1  1  1  1  2  2  1  1  1  1  1  4
  4  1  1  3  1  1  1  2  5  2  2  1  1  7  3  3  6  1  1  2  5  1  1  2
  1  2  1  1  1  2  4  1  1  1  1  3  1  1  1  1  1  1  1  1  2  7  2  4
  4  1  1  1  1  1  1  1  1  1  2  1  1  3  2  2  2]","[1 1 1 1 1 1 1 1 1 2 1 2 3 1 1 2 1 2 1 1 3 1 1 1 1 2 2 1 1 1 1 1 1 1 5 1 3
 1 1 1 3 1 1 1 2 2 1 1 1 4 1 5 1 1 1 3 2 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2
 3 2 5 1 2 3 2 1 2 1 1 1 1 1 1 1 1 4 2 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 4
 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 2 1 2 2 5 1 3 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 5 8 1 2 1 1
 1 1 1 1 1 1 2 1 1 3 6 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 1 1 1 1
 1 5 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 7 2 1 1 1 1 1 1 1 1 1 3 1 5 1 1 1 1
 1 1 2 2 1 1 1 1 1 3 1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 3 2 2 1 1 1 2 1
 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 1 2 1 1 1
 2 1 1 1 1 4 2 1 1 2 2 1 2 1 1 1 1 3 2 1 1 1 2 1 1 1 2 1 2 1 1 1 1 4 1 1 1
 1 1 2 1 1 1 1 2 1 1 2 1 1 1 2 1 2 1 1 2 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 1 1 1 1 1 3 4
 1 1 3 1 1 1 2 4 2 2 1 1 4 2 2 4 1 1 2 4 1 1 1 1 1 1 1 1 2 3 1 1 1 1 3 1 1
 1 1 1 1 1 1 1 6 2 3 3 1 1 1 1 1 1 1 1 1 2 1 1 3 2 2 2]",930,data/s1_Wsmall_world_omg1.26_p0.3_eff0.1.pkl
0,1,0.3,0.1,1.26,scale_free,478,"[ 1  1  1 14 24  3  2  5  2  8  1  2  2  1  2  2  2  1  1  1  1  1  1  2
  3  2  1  1  2  1  1  1  8  8  3  1  3  9  1  5  1  2  1  1  1  4  1  1
  1  1  1  1  2  1  1  1  2  3  4  3  1  1  2  2  1  2  1  1  1  1  1  1
  3  1  1  1  1  1  1  1  3  1  2  5  1  1  1  2  1  3  1  1  1  3  4  1
  1  4  1  1  1  1  1  2  3  2  1  2  1  1  2  2  1  1  1  2  1  1  1  1
  2  2  3  5  1  2  1  1  1  1  1  1  1  1  1  1  1  1 13  7 10  2 10  1
  1  2  1  1  1  1  1  1  2  2  1  1  1  1  1  1  1  1  1  1  1  1  4  1
  1  1  1  1  1  1  1  2  5 11  1  3  3  2  3  3  3  1  6 57  8  2  1  1
  2  1  1  1  1  1  1  1  1  1  2  1  1  1  1  2  1  1  1  1  2  7  8  5
  1  2  2  1  2  1  7  3  1  1  2  1  1  1  1  1  1  1  1  1  1  1  4  1
  1  1  1  1  1  1  1  1  1  1  4  2  3  3  3  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  4  7  1  5 22  2  2  1  2  1  2  2  1  1  1  1
  1  1  1  3  4  1  1  1  1  2  2  2  1  1  1  1  1  1  1  1  8  1  4  1
  1  1  2  1  1  1  1  1  1  2  2  1  1  2  1  2  4  4  3  1  1  1  1  8
  2  3  2  1  1  2  1  4  1  1 10  2  1  2  9 12  7  2  2  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  2  1  1  3  1  1  1  1  2  2  1  1  1
  1  1  1  2  2  1  1  3  1  2  1  1  4  1  1  1  8  1  1  1  1  1  1  1
  1  2  1  1  1  1  2  1  1  1  1  2  1  1  1  1  1  1  1  2  3  1  2  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  1  3  1  4  3  2  1  1
  3  2  3  1  1  1  4 10  1  1  1  5  4  1  3  1  1  1  1  2  2  1]","[ 1  1  1  6 12  2  1  4  2  4  1  2  2  1  2  2  2  1  1  1  1  1  1  2
  2  2  1  1  2  1  1  1  5  6  2  1  1  5  1  3  1  2  1  1  1  4  1  1
  1  1  1  1  2  1  1  1  2  1  2  2  1  1  2  2  1  1  1  1  1  1  1  1
  3  1  1  1  1  1  1  1  3  1  2  2  1  1  1  2  1  3  1  1  1  3  4  1
  1  4  1  1  1  1  1  2  3  2  1  1  1  1  2  2  1  1  1  1  1  1  1  1
  2  2  2  3  1  2  1  1  1  1  1  1  1  1  1  1  1  1  7  4  4  1  6  1
  1  2  1  1  1  1  1  1  2  2  1  1  1  1  1  1  1  1  1  1  1  1  3  1
  1  1  1  1  1  1  1  1  4  6  1  1  2  1  2  2  2  1  2 14  3  1  1  1
  2  1  1  1  1  1  1  1  1  1  2  1  1  1  1  1  1  1  1  1  2  5  3  3
  1  1  2  1  2  1  3  3  1  1  2  1  1  1  1  1  1  1  1  1  1  1  3  1
  1  1  1  1  1  1  1  1  1  1  3  2  2  2  3  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  2  4  1  3 12  1  2  1  2  1  2  2  1  1  1  1
  1  1  1  2  4  1  1  1  1  2  1  1  1  1  1  1  1  1  1  1  5  1  3  1
  1  1  2  1  1  1  1  1  1  2  1  1  1  2  1  2  3  3  1  1  1  1  1  7
  2  3  2  1  1  1  1  2  1  1  4  1  1  2  7  6  4  2  1  1  1  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  1  1  2  1  1  1  1
  1  1  1  2  2  1  1  3  1  2  1  1  3  1  1  1  5  1  1  1  1  1  1  1
  1  1  1  1  1  1  2  1  1  1  1  2  1  1  1  1  1  1  1  2  2  1  1  1
  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  3  2  2  1  1
  3  1  3  1  1  1  2  6  1  1  1  2  3  1  2  1  1  1  1  1  2  1]",1084,data/s1_Wscale_free_omg1.26_p0.3_eff0.1.pkl
0,1,0.3,0.1,4.47,full,1219,[ 4 18  4 ...  1  1  1],[ 2 11  4 ...  1  1  1],2690,data/s1_Wfull_omg4.47_p0.3_eff0.1.pkl
0,1,0.3,0.1,4.47,small_world,1305,[ 1  1  1 ...  2 23  3],[ 1  1  1 ...  1 13  2],3160,data/s1_Wsmall_world_omg4.47_p0.3_eff0.1.pkl
0,1,0.3,0.1,4.47,scale_free,1180,[ 3  1  3 ... 11  1  2],[2 1 3 ... 7 1 2],3359,data/s1_Wscale_free_omg4.47_p0.3_eff0.1.pkl
0,1,0.3,0.1,15.85,full,2002,[2 4 8 ... 4 1 3],[2 3 5 ... 3 1 1],7248,data/s1_Wfull_omg15.85_p0.3_eff0.1.pkl
0,1,0.3,0.1,15.85,small_world,1861,[ 1  1  6 ... 16 23 17],[ 1  1  3 ...  5 11  7],11243,data/s1_Wsmall_world_omg15.85_p0.3_eff0.1.pkl
0,1,0.3,0.1,15.85,scale_free,1564,[28  1  5 ...  4  1  1],[7 1 4 ... 3 1 1],17207,data/s1_Wscale_free_omg15.85_p0.3_eff0.1.pkl
0,1,0.3,0.28,0.1,full,68,"[   8    8   14   11    1   10    2    7    3    1    1 4419  194   30
    7    1    2    3 3241    8    9    2    6    1    3    2    1    1
    2    1    1    1    1    1    6    1    2    3    1  106    1    3
 1879    1    1 1625    8    1   78    3    3    1    1    1    1  182
    3   13    1    2    1    1    1    1    1    1    1    5]","[  5   5   5   7   1   6   2   3   2   1   1 283  26   9   4   1   2   3
 182   2   4   1   2   1   2   2   1   1   1   1   1   1   1   1   3   1
   1   2   1  19   1   2 120   1   1 118   3   1  17   1   2   1   1   1
   1  26   1   5   1   2   1   1   1   1   1   1   1   2]",14984,data/s1_Wfull_omg0.1_p0.3_eff0.28.pkl
0,1,0.3,0.28,0.1,small_world,56,"[   1    1    1   12    1 3198  254   17    1    7   15    1    2    2
    1    2    1    1    1    1    1    1    1   19    1    3    2    1
    1    1    1   95  238   12   10    3   13    2    1    1    1    1
    1    1    4    4    2    4    1    1   28 1956   21    3    1    1]","[  1   1   1   9   1 335  66   9   1   4   9   1   1   2   1   2   1   1
   1   1   1   1   1  12   1   2   1   1   1   1   1  25  75   4   5   1
   7   1   1   1   1   1   1   1   3   3   2   4   1   1  11 209  11   2
   1   1]",5987,data/s1_Wsmall_world_omg0.1_p0.3_eff0.28.pkl
0,1,0.3,0.28,0.1,scale_free,59,"[ 4568    18    18     2     1     1     4     1  5340  2804   316     3
     5     1     5    64     3     6     2     1     5     1     1    15
     1 14571  1280    12     1 13607    79     1     1     1     3     1
     2  7463    10     1     1     3     7     3     2     1     1     1
     1     3     1     1     1     1     2     1     1     2     1]","[257   7   6   2   1   1   3   1 329 172  69   2   4   1   4  23   3   3
   1   1   4   1   1   6   1 942 135   5   1 982  21   1   1   1   3   1
   2 520   5   1   1   2   3   2   1   1   1   1   1   2   1   1   1   1
   2   1   1   2   1]",51013,data/s1_Wscale_free_omg0.1_p0.3_eff0.28.pkl
0,1,0.3,0.28,0.35,full,181,"[   1    1    1   22    5    4    1   13    1    1    1    3    1    1
 2293   50    3    1    3    4   27   65    2    1    1    1    1    9
 1986    1    1    1    1    1    9    4    1    1    1    1    3 5173
    1    1    1    1   78    6    2    1    1    1    1    2    5    1
    1    3    2    1    2    1    1    1    1    2    2    9   16    5
 3967    2    1    1    1    2   11    2    2    1    6    2    1   11
    2    1    3    8    1    5    1 3595   10    6    2    1    1    1
    2    1    2    1    3    1    3    1    1    1    1    2    1   15
   71 3891   35   11    2    7    6    1    1    1    1    1    1    2
   18    1    2    1    1   15    8   24    2  387   18 2267    2    3
   35  760 1439   31   22    1   17    3    1    4    5    7    1    6
    5    1    1    1 3368    3    1    1    1    2    1    1    3    8
    2    1    2    2  881    1   27   13    1    1    2    3    1]","[  1   1   1   7   3   3   1  10   1   1   1   3   1   1 147  14   2   1
   2   2  16  23   1   1   1   1   1   6 210   1   1   1   1   1   5   2
   1   1   1   1   2 401   1   1   1   1  23   2   2   1   1   1   1   2
   2   1   1   3   2   1   2   1   1   1   1   2   2   6   6   2 265   1
   1   1   1   2   6   1   2   1   4   1   1   7   2   1   3   4   1   3
   1 233   5   6   1   1   1   1   2   1   2   1   1   1   2   1   1   1
   1   1   1   6  18 231  13   5   1   4   5   1   1   1   1   1   1   1
   8   1   2   1   1   5   4   9   2  63   6 165   1   2  12  92 124  11
   9   1   6   1   1   3   3   4   1   3   3   1   1   1 188   2   1   1
   1   2   1   1   2   4   2   1   2   1 138   1   8   8   1   1   1   1
   1]",33854,data/s1_Wfull_omg0.35_p0.3_eff0.28.pkl
0,1,0.3,0.28,0.35,small_world,267,"[1380  314   35   29    9  101   26    1    2  407   87   55   34    4
    2    1    2    2    1    1    1    1    2    2    1    5   43    5
   15 1441  986    3  357    4   10   17   16   56   25    7   21   13
   13    6    6  338   30   66    1    7  111   18    2    8    5   37
    5    1    2   52   91    4 1733    3    4    4  710  176  130    2
    1    2    3    7   33    4    4    1    3   10   15   18   12   50
   51    2    5    1   10    1    8    2  143    2    1    1    2 2191
   13   12   19  834  105   11   13    1    1   27  203    2   19    7
  399    1    1    1    2    1    2    1    3    8    5    1    7    1
    1    1    3    5 2314    6    2    2    1    4   32  547    6   18
   22    3    5    2  280   86    9   19   13   17   13    8   12   40
    2    6    1   11   23    1    1    1    1    3    1    2    1    1
    2    1  353  299    6   34    2    2    1    1    1 2354  415   66
   14    4    6    1    1    3   20   27   77   22    6    6    1   82
    2   30    8    7    5    6    1    1    1    1    1    1    1    3
    1    1    1    4    4    1    1    2 1686  128   97   54   30   11
    6    4    3    1    2    1    2    2    1    1    1    1    1    1
    7 1660   75  217    3    4   16    2    1    5    2    1    5    4
    1    3    2    1   29    1    1    2    1    1    3   10    1    1
    1]","[211  64  11   8   3  25   7   1   2  88  32  21  11   2   2   1   2   1
   1   1   1   1   2   2   1   4  22   2   5 216 185   1  74   2   7  10
   5  23  13   2  11   8   5   4   5  66   9  22   1   6  30   8   1   5
   3  15   4   1   2  17  35   2 236   3   2   3 143  36  40   1   1   2
   2   4  18   1   2   1   1   4   6   6   4  17  22   2   5   1   7   1
   3   2  42   2   1   1   2 270   4   6   7 135  27   6   9   1   1  13
  80   1  10   3 117   1   1   1   2   1   2   1   2   5   2   1   5   1
   1   1   3   3 344   4   2   2   1   2  14 100   4   7  10   1   2   1
  77  20   2   7   7   7   6   4   6  15   2   3   1   4  13   1   1   1
   1   3   1   2   1   1   1   1  73  71   3  14   2   2   1   1   1 242
  80  23   5   3   6   1   1   2   9  12  26   8   4   3   1  34   1  10
   5   6   3   3   1   1   1   1   1   1   1   2   1   1   1   4   3   1
   1   1 202  31  31  14  17   5   4   3   2   1   2   1   2   1   1   1
   1   1   1   1   5 186  14  59   2   3   8   1   1   3   2   1   3   3
   1   3   1   1  14   1   1   2   1   1   2   5   1   1   1]",28834,data/s1_Wsmall_world_omg0.35_p0.3_eff0.28.pkl
0,1,0.3,0.28,0.35,scale_free,168,"[   1    1    1 2839    6    4    1    1    1    2    1    1   89    8
   10   12    1    7    2    2    1 4298   11 2145   67  152    1    1
    1    1    1    2    1    2    1    1    2    1   24    1    2    8
 1953    1    2    1    1    1    1    1    1    1    1    9    5    3
    1    3    2 5074    3   12    1    1    1    3    2    1    2    1
    1    1    2    2    2    1    5    2    9   41 3441 2405  222    1
   10    1 1019    2    3    7    1    1    1    1    1   11 2640  226
   20    1    3    1    1 3055    6 1788   14    3    3    1    1    1
    1    2    1    1    1 5104    2    1    1    1    1    1 3436   10
   13    7    1    1    1    2   32    4    8    5    3    1    2    1
 3059  275 2490    3    4 2220   16    9    1    1    1    1    1    4
 5333    4   81    9   74 1173    4    1    2    7   15    4    1    1]","[  1   1   1 183   2   2   1   1   1   2   1   1  26   5   4   6   1   6
   1   2   1 294   5 165  12  35   1   1   1   1   1   2   1   1   1   1
   2   1   9   1   1   6 131   1   2   1   1   1   1   1   1   1   1   5
   3   2   1   2   1 330   2   8   1   1   1   3   2   1   2   1   1   1
   2   1   2   1   3   2   4  11 280 243  33   1   7   1  94   1   3   4
   1   1   1   1   1   5 148  37   7   1   3   1   1 331   4 173   6   1
   3   1   1   1   1   2   1   1   1 356   1   1   1   1   1   1 289   5
   5   5   1   1   1   1  10   2   5   4   1   1   1   1 244  43 254   1
   4 207   5   4   1   1   1   1   1   4 417   2  19   5  22 127   2   1
   1   3   6   4   1   1]",63021,data/s1_Wscale_free_omg0.35_p0.3_eff0.28.pkl
0,1,0.3,0.28,1.26,full,386,"[3339    4    1    1    1    1    1    4    1    1    1    2    2    1
    1    1    2   13    5    1    1    2    4    1    2 3518   17    1
    1    1    2    1    4   26    1    2   42   15    1    1   14    3
    1    2    5    1    3    3    1    1    7    1    1    1    3   20
    1    1    1    1    1    4    1    1    1    1   50   11    2    5
    7    5    1    1    1    1    1    7 2827  764    1    5    1    1
    1    1    1    2 1187    2    1    1    5   22   43   58 1084   12
 1991   30   21    2    1    1    1    1    1    8  839    3 1146   26
    6    2    5    1   24    2    1    1   49    9    2    1    1   29
    4    1    1    1    3    1    2    1    2    1    1 1846    4   17
  189    4    2    1    1    5    4    1    1    1    1    4    1    1
    1    3    1    1    1    1    3    3   14   20    1   81    1    9
    1    1    1    2    1    2    1    3 3854    1    1    1    1    2
    2    8   15    4   22   15    1    3    8    1    5    7    5    2
    1    2    1   82   37    6   41 3064    2    2    1    1    1    2
    1    4    2    5   13    1   50    1    1    2    1    1    1    2
    1    1    2    1    1    4    1    1    1    3    1    1    1    2
   25 2929    4    1    1    1    2    1    1    1    1    1    1    3
    1    1    1    1    1   11    1    6    1   13    1    1    3    4
    3    6 2797   31    2    5    4   42    1    8   11    1   84  204
    5   18    1    2    1    2    2    1 2863    2    1    2    1    1
    1    1    1    2    1    1    2    2    3    1    3    3 1675    2
    5    6   63    1    3    8    7    1    1    3    1    1    9   66
    9  263 1142   35    1    2    1    1    7    1    1    1   12    5
    3    2    1    1    3    1    1 4311    3    2    1    2    3    2
    2    3    8    6    3    1    1    1    1    4    4    1    5    6
   11    4    4    1    1   16    1    1    1    1    1    4   54    4
 3713    3    2    2    1    5   64    1]","[293   3   1   1   1   1   1   2   1   1   1   1   2   1   1   1   1   7
   3   1   1   2   3   1   2 259   9   1   1   1   1   1   3  14   1   2
  14   8   1   1   7   2   1   1   3   1   3   2   1   1   4   1   1   1
   3   5   1   1   1   1   1   3   1   1   1   1  15   6   1   3   6   4
   1   1   1   1   1   3 258 108   1   3   1   1   1   1   1   1  94   2
   1   1   2  10  15  20 142   6 194  10  10   1   1   1   1   1   1   6
 113   2 150   8   4   2   4   1   9   1   1   1  16   3   2   1   1  14
   4   1   1   1   2   1   1   1   2   1   1 107   2   9  42   3   1   1
   1   3   4   1   1   1   1   3   1   1   1   2   1   1   1   1   2   2
   9   7   1  24   1   5   1   1   1   2   1   2   1   3 305   1   1   1
   1   2   1   5   8   2  12   6   1   2   6   1   2   3   3   2   1   2
   1  24  13   3   9 224   1   2   1   1   1   2   1   2   2   3   7   1
  18   1   1   2   1   1   1   1   1   1   2   1   1   3   1   1   1   2
   1   1   1   2   9 223   4   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   6   1   4   1   5   1   1   2   2   2   5 142  11
   1   2   3  17   1   6   6   1  34  44   4   8   1   1   1   2   2   1
 183   2   1   1   1   1   1   1   1   2   1   1   2   1   2   1   3   1
 155   2   5   3  27   1   3   5   4   1   1   2   1   1   6  19   6  37
 109  11   1   1   1   1   6   1   1   1   5   3   2   1   1   1   3   1
   1 299   3   2   1   2   3   2   2   1   6   2   3   1   1   1   1   2
   3   1   3   3   6   4   3   1   1   8   1   1   1   1   1   2  14   4
 246   2   1   1   1   3  20   1]",52434,data/s1_Wfull_omg1.26_p0.3_eff0.28.pkl
0,1,0.3,0.28,1.26,small_world,451,"[   1    1    7    7    1    2    1  123 1324   28    2    3    1    1
    1    5    1    1    4    3  859    9   10    8    2    2    2    3
    5    1    1    1    1    2    2    4 1529  132   33   39   27   10
    2   13   37   16   17   56    4    1    2    4    8    1    1    9
    1    1    1    1    3    1    1    2    1    3    1    1    4 2050
   27   11   26    4  539 1690   15   27    5    1    1    1   11    2
    1    2    1    2    2   41    6    2    2    1    1    1    2    5
    3    1    1    1    1    2    1    1    2    1    1    1    2    4
    2    2   14    1    5    1    1 2006  937    2   77   29    1   22
   33   12    2   11    1    1    1    1    4    1    1    1    1    1
    2    1    6 1049  350    7  729   39    1    2   21 2562    5    8
  229 2079    3   33    2   47 1504   11   15    3    2    4    1    2
   12    1    1    1   61   25   24    4    3    3    6    3    2    1
    5    5    8   21    2    1    5    3    5    1 2018   92   42    1
    4    4   24    3    1    2    1    1    2   15    1    1    7    4
    1    1    1    1   41   13    3    8    1    2   10 3040    3    2
    5    2   61   37   14   19    3   12   28    5    9   60    1    1
    2    1    1    1    5    2    5   20    1    2   18 4809    6   59
    6  130    9    2    8   11    5    9   12    2    4   12    3    1
    2    1    1   13    1    5    9    5    3    7    8   12    4    1
    1    6    2    4    1    1    7    1    5    4    3    7    5    2
    1    1    1   22    5    5   25    3    1    1    1    1    1   47
 2589    3   52   56   29    1   10  396  357   21   31    6  273   30
   11 1608   11    6    1    3    1    1    3    1    1    4    1    2
    1   13   12    5   13   28    4    1    4   64   26  239 1014   77
   14   15    4    5    5    4    8    2    2    3    2    1    2    3
    1    1    1    4    3    2    2    2    2    1    1   63    2    2
   34   17   56 1087   66   54    3    1    1  128    6    4    1    7
    7    2    1    2    1    1    1    1    1    1    1    4    1    3
    2    1    1    3    5   14  215    2    1    2    1   15  339   10
    2    3   21    3    1    5    8    2   17    3    2    5    2    1
    1    1    2    1   25   12    1    1    2    5    5   74   11   10
   10   27   10]","[  1   1   4   4   1   2   1  30 218  11   2   2   1   1   1   2   1   1
   4   2 119   4   7   6   1   2   2   3   3   1   1   1   1   1   2   2
 230  43   8  10   7   6   2   6  24   8   5  19   2   1   1   3   5   1
   1   4   1   1   1   1   3   1   1   2   1   2   1   1   4 238  13   5
  11   1 120 245   8  11   4   1   1   1   7   2   1   1   1   2   1  17
   5   2   2   1   1   1   2   4   3   1   1   1   1   2   1   1   2   1
   1   1   2   2   1   2   7   1   3   1   1 223 156   1  27  11   1   8
  11   5   1   8   1   1   1   1   4   1   1   1   1   1   1   1   3 105
  66   3 171  14   1   1   9 384   2   3  46 248   1   9   2  17 252   6
   6   3   2   2   1   1   9   1   1   1  22  10   7   3   3   2   4   2
   2   1   3   4   7   8   1   1   3   3   4   1 285  23  18   1   4   2
  15   2   1   1   1   1   2   7   1   1   2   4   1   1   1   1  19   9
   2   4   1   2   5 416   3   2   4   2  22  14   7   8   3   7  10   2
   6  28   1   1   2   1   1   1   3   2   3  11   1   2   7 618   1  22
   2  34   4   1   5   7   4   7   5   1   3   7   2   1   2   1   1   8
   1   4   6   3   2   5   6   6   2   1   1   4   2   3   1   1   7   1
   3   2   2   5   3   2   1   1   1  11   3   3  10   2   1   1   1   1
   1  19 275   3  23  22   8   1   6  90  75   6  13   2  44   9   3 172
   7   3   1   3   1   1   1   1   1   4   1   1   1   7   5   4   9  14
   3   1   3  26  12  46 202  19   7   8   2   4   4   3   4   1   2   2
   1   1   1   2   1   1   1   2   1   2   2   2   2   1   1  27   1   2
  10  10  16 165  22  24   3   1   1  29   3   3   1   4   5   1   1   2
   1   1   1   1   1   1   1   2   1   2   2   1   1   3   2   5  59   1
   1   1   1   7  82   5   2   3  12   1   1   4   5   2  11   2   1   3
   1   1   1   1   2   1  14   5   1   1   2   3   4  32   9   6   6  11
   7]",49050,data/s1_Wsmall_world_omg1.26_p0.3_eff0.28.pkl
0,1,0.3,0.28,1.26,scale_free,161,"[8411   58    2    2    1    1    2    1   58 1377    3   38    9    4
   22    9    3    4    1    1   53   57 7274   14    7    1    1    1
    1    1    3    2 1066    6 2603 4284 5842   37 5290   22   22    1
  193    1 6154    3    3    2    1    2    1 7084    9    6    6   12
    1    2    3    2    1    2    1    3    1    2    1    1    6 5675
    9   42    5   90    1    1    1    1    1   13    2    3 4905   69
  485  628    1    1    3    1  245 1801 1540    5    7    3    1    1
    2    1    1    1    1    1    4    2    1    1    2    1    1 6731
 2108   21    2  191 2164 2101   20   15  125    1    1    1    1    4
 8348    1    1    1    1    2    4    1   20    3    2    4    2    1
    2    1    3    3    4    1    1    1    1    1    1    1   20    1
   14 2420 3262    1    1    1    1]","[699  17   2   2   1   1   2   1  12 139   2  10   4   2   8   3   2   2
   1   1  17  28 576   5   3   1   1   1   1   1   3   1 119   4 194 384
 547  11 421  10   8   1  45   1 538   3   1   2   1   2   1 619   3   3
   4   8   1   2   1   2   1   2   1   3   1   2   1   1   3 420   4  16
   4  30   1   1   1   1   1   8   2   2 386  16  46  81   1   1   3   1
  41 152 143   4   5   2   1   1   2   1   1   1   1   1   4   2   1   1
   2   1   1 472 236   8   2  31 209 158   8   7  43   1   1   1   1   3
 714   1   1   1   1   1   3   1   6   2   1   2   2   1   1   1   2   3
   3   1   1   1   1   1   1   1  10   1   8 136 319   1   1   1   1]",103961,data/s1_Wscale_free_omg1.26_p0.3_eff0.28.pkl
